gene,Patient_AKI7,Patient_AKI1,Patient_AKI2,Patient_AKI3,Patient_AKI4,Patient_AKI5,Patient_AKI11,Patient_AKI12,Patient_AKI6,Patient_AKI9,Patient_AKI10,Patient_AKI8,Patient_AKI13,Patient_AKI14,Patient_AKI15,Patient_AKI16,Patient_AKI17,Patient_AKI18,Patient_AKI19,Patient_AKI20,Patient_AKI21,Patient_AKI22,Patient_AKI23,Patient_AKI24,Patient_AKI25,Patient_AKI26,Patient_AKI27,Patient_AKI28,Patient_AKI29,Patient_AKI30,Patient_AKI31,Patient_AKI32,Patient_AKI33,Patient_AKI34,Patient_AKI35,Patient_AKI36,Patient_AKI37,Patient_AKI38,Patient_AKI39
TERF2IP,603.9166667,261.2916667,280.9375,504.375,441.6041667,306.2291667,570.4791667,468.1875,534.7916667,635.5833333,455.4375,659.7708333,108.9791667,143.5,454.5,218,0,19.0625,219,187.8541667,386.875,26.625,58.91666667,364.6458333,395.0208333,100.7083333,8.520833333,84.35416667,32.8125,31.14583333,0,158.2083333,128.6041667,0,149.5416667,132.5833333,305.75,175.5625,50.25
CHD1,568.2916667,934.0625,1054.270833,967.9791667,1267.395833,1467.625,631.2291667,1119.979167,987.8541667,1073.479167,1222.5,1187.979167,459.1041667,396.5,248.0416667,1035.020833,0,177.1875,560.6041667,43.70833333,554.1875,900.4166667,574.4375,1185.958333,612.7916667,59.64583333,121.2708333,581.0416667,14.20833333,167.7708333,89.33333333,67.25,153.6875,224.7291667,410.2708333,295.6458333,858.75,408.0416667,390.6458333
SGMS2,245.8958333,352.3333333,499.9375,225.4166667,307.0416667,754.5208333,101.2708333,306.7083333,311.9583333,191.0833333,428.8541667,155.8541667,74.22916667,114.6458333,0,108.6041667,0,66.54166667,46.64583333,209.0416667,14.4375,112.5208333,198.7083333,124.0416667,24.375,0,254.6875,64.89583333,0,81.02083333,301.2708333,74,0,0,196.5625,0,39.16666667,143.7916667,197.2083333
USP35,370.8541667,227.1458333,433.0833333,167.9583333,229.0208333,21.1875,89.625,321.0416667,220.9166667,300.8333333,188.5833333,364.4166667,819.5833333,606.9375,1415.208333,616.9583333,846.4583333,1417.291667,762.7708333,3206.416667,1019.854167,1541.125,1814.541667,647.4166667,1174.375,1620,2232.9375,2586.458333,596.5833333,3226.520833,1756.9375,423.5625,2774.875,2663.229167,1125.895833,2325.645833,816.0208333,2672.083333,3235.541667
CPQ,214.375,240.6458333,409.0625,351.6458333,395.125,406.5625,198.7916667,417.25,501.2083333,351.9375,426.1458333,383.3125,62.91666667,677.875,59.16666667,117.7083333,253.2291667,0,333.3333333,30.66666667,186.6041667,302.8958333,0,176.5833333,261.7916667,5.375,133.6458333,46.22916667,0,13.29166667,0,183.0416667,23.5625,0,4.604166667,74.875,173.1875,77.89583333,8.416666667
BIRC6,1917.0625,3133.416667,3774.979167,3453.916667,2513,3420.375,1671.5,2163.75,1848.729167,2442.5,3840.270833,2513,1401.645833,1768.166667,2025.666667,1153.083333,715.0625,692.6875,2151.0625,509.3958333,1840.8125,1334.708333,1343.666667,2269.9375,1143.625,1620,1435.375,1696.4375,2024,548.7916667,849.25,1125.458333,417.5416667,328.6666667,1459.333333,450.9583333,2496.125,948.5416667,928.6875
CLPX,413.6875,168.5416667,371.5625,410.2083333,463.9166667,838.6041667,1000.666667,381.5208333,363.75,326.3125,411.1875,350.6041667,243.0208333,65.54166667,0,277.4166667,183.25,271.4166667,80.95833333,19.47916667,160.2291667,344.0208333,0,238.375,43.52083333,222.9375,56.95833333,29.0625,74.3125,9.333333333,48.41666667,47.5625,23.5625,140.2916667,69.45833333,0,299.1458333,63.02083333,143.8125
TMEM167A,221.6458333,807.4583333,539.1875,634.3125,639.0416667,639.0416667,429.7708333,402.5625,429.6875,531.9375,462.7291667,534.5833333,132.7291667,167.125,179.3541667,304.0833333,0,349.5,344.6458333,94.1875,308.3125,263.9375,386.3541667,294.8958333,172.875,100.7083333,39.47916667,46.22916667,348.2708333,13.29166667,48.41666667,35.70833333,75.625,87.20833333,57.33333333,57.04166667,312.6458333,206.3333333,25.60416667
EPM2AIP1,427.3958333,479.4791667,444.1041667,346.5208333,331.875,316.2708333,476.8541667,333.125,323.1875,337.3958333,426.1458333,421.5208333,348.7708333,251.1458333,0,141.6875,0,66.54166667,108.625,30.66666667,45.33333333,20.79166667,0,268.0416667,54.70833333,394.25,109.8125,0,0,39.95833333,220.6875,12.64583333,391.0625,0,28.33333333,132.5833333,179.8125,14.89583333,50.25
ZFHX3,1101.645833,1999.75,2351.666667,1804.270833,1041.229167,1531.375,1386.6875,2037.270833,1887.854167,1949.333333,2173.333333,2018.416667,2157.604167,3280.916667,2219.125,2093.395833,4401.041667,3696.645833,4607.770833,9027.229167,5239.020833,5791.979167,10963.875,2839.895833,6152.041667,6676.875,7394.583333,7100.208333,10504.4375,8774.958333,10684.97917,3404.125,7796.854167,8661.083333,9027.229167,9332.3125,3317.958333,8129.479167,7796.854167
HEATR5B,419.2291667,369.0416667,624.6041667,482.4791667,540.7916667,459.4375,305.0208333,385.8541667,246.2916667,376.3125,493.7291667,398.1458333,361.625,346.7708333,502.8541667,74.52083333,423.1875,49.35416667,344.6458333,5.145833333,186.6041667,89.95833333,58.91666667,195.4583333,33.52083333,59.64583333,4.416666667,262.8333333,23.9375,81.02083333,0,174.0833333,256.1458333,183.7291667,14.8125,295.6458333,347.6041667,222.5625,25.60416667
NMD3,302.5208333,529.5,377.4791667,254.4375,177.7291667,416,405.0625,264.2291667,252.2708333,225.9791667,300.8125,259,27.39583333,161.7291667,0,168.2291667,0,159.0208333,80.95833333,166.5416667,125.125,34.0625,0,116.2291667,261.7916667,168.7708333,39.47916667,193.1666667,32.8125,6.125,132.1458333,53.64583333,0,0,122.125,25.66666667,113.5,63.02083333,6.3125
LNPEP,353.0833333,643.8125,777.1041667,1084.083333,391.3333333,847.75,666.3125,945.9583333,843.5625,475.8125,778.6666667,531.5833333,252.9583333,65.54166667,533.2291667,346.1041667,0,159.0208333,511.1458333,230.375,405.2291667,582.1666667,294.5,358.0416667,383.3125,548.2083333,121.2708333,14.39583333,23.9375,155.3541667,252.375,16.39583333,75.625,0,410.2708333,0,286.2083333,109.9375,8.416666667
MAP3K2,462.7291667,630.3333333,970.0833333,733.8541667,832.7083333,604.4791667,652.4791667,582.9166667,524.4166667,746.6041667,949.2916667,744.2291667,372.625,718.75,325.6458333,546.6875,276.6666667,233.8541667,424.5625,0,364.4166667,447.75,429.25,271.875,520.5416667,394.25,56.95833333,310.5833333,14.20833333,70.375,132.1458333,459.1041667,256.1458333,579.0208333,376.5,230.6041667,612.4166667,315.8125,60.45833333
PHF3,1843.4375,1598.708333,1745.145833,2406.1875,2719.541667,1592,1650.020833,2170.083333,1858.8125,2028.979167,2315.833333,2245.354167,928,805.7291667,577.4375,1574.375,0,1037.125,1769.916667,722.625,2299.9375,1887.854167,406.7708333,1405.145833,1059.916667,875,604.1666667,547.5833333,1090.3125,595.8333333,999.9375,1228,911.3333333,601.1041667,702.875,112.2708333,1882.041667,709.7708333,490.0208333
SCARNA10,934.6458333,2232.9375,2424.145833,2417.645833,1986.666667,718.75,348.9791667,1040.708333,1865.666667,1840.8125,2340.729167,2107.604167,7906.916667,8129.479167,4241.5,1626.6875,6613.354167,9027.229167,3867.458333,4112.354167,4197.104167,4020.458333,7304.479167,11171.9375,4795.104167,4088.5625,2824.5625,4361,8542.666667,2273.708333,5443.5,1643.604167,4485,6613.354167,1109.583333,5141.458333,3420.375,4457.833333,5791.979167
MEIS2,182.7916667,391.5,540.4791667,346.5208333,278.5833333,189.2083333,62.5,194.0833333,179.9791667,602.5416667,586.2083333,477.25,501.2083333,1431.208333,399.2291667,1113.604167,1791.416667,1353,957.5,6152.041667,2533.020833,3560.6875,5273.104167,1513.291667,3257.729167,5933.520833,3464.5625,3612.625,1448.541667,2962,5141.458333,3116.395833,4633.020833,7186.375,3840.270833,5896.916667,1012.958333,4306.8125,6978.354167
SNORD3C,265.7708333,559.5,826.0625,339.375,746.6041667,711.3541667,68.64583333,655.3125,218.75,227.7291667,765.2083333,694.0208333,3592.375,3740.1875,5080.854167,1427.770833,10504.4375,8542.666667,11171.9375,13480.1875,10217.97917,9876.708333,9545.458333,1697.375,1845.791667,14619.16667,3854.145833,4576.666667,10963.875,2656.125,3706.8125,3677.479167,5443.5,6393.416667,1518.645833,4955.166667,1259.229167,4220.770833,5273.104167
KLHDC4,458.5625,358.6458333,183.4583333,245.0416667,327.6458333,411.9166667,179.8958333,560.9583333,406.1458333,347.4583333,272.5833333,493.1041667,1056.5625,1664.9375,1830.145833,214.9791667,1064.958333,1547.020833,403.1666667,2824.5625,923.6458333,1755.041667,3195.083333,1052.1875,2219.125,1745.145833,4127.833333,2541.645833,924.0625,2696.833333,3432.479167,552.2708333,2426.208333,2719.541667,466.0833333,3925.708333,1519.791667,3652.229167,3024.291667
TTC17,1046.0625,774.6666667,1126.729167,1242.645833,1298.395833,1122.291667,751.8958333,1122.291667,1168.104167,1249.020833,1541.125,1127.9375,788.1666667,630.8125,371.875,556.3333333,0,290.625,546.8333333,375.7083333,289.9166667,124.2083333,338.7708333,1207.770833,664.5416667,116.2708333,514.2708333,29.0625,0,167.7708333,576.2083333,165.9791667,153.6875,720.0416667,57.33333333,132.5833333,1409.458333,315.8125,239.6875
PUM1,1206.791667,1376.083333,1693.625,1522.4375,1265.395833,1567.25,1236,1475.958333,1349.583333,1287.166667,1639.166667,1329.375,1469.9375,1379.083333,293.6666667,705.2083333,357.3541667,1514.958333,771.8541667,111.5833333,1012.583333,1158.9375,521.7916667,871.8333333,1069.104167,596.9166667,1382.479167,1001.1875,159.6041667,583.625,712.9583333,921.8125,631.9583333,183.7291667,547.5833333,210.0416667,1009.729167,613.9375,1046.770833
MRPS35,174.5208333,259.0833333,347.1875,255.5833333,117.1666667,266,470.125,217.375,214.8958333,138.7708333,172.2916667,110.3541667,85.4375,156.375,0,92.72916667,0,85.02083333,108.625,19.47916667,27.125,3.520833333,0,83.4375,24.375,36.64583333,1.770833333,14.39583333,159.6041667,0,12.02083333,12.64583333,0,0,109.0625,0,133.6875,4.541666667,1.520833333
UBTF,1753.416667,2800.520833,1177.1875,1415.208333,1388.333333,1121.291667,1058.875,2616.5,3970.041667,2083.875,1324.25,3269.541667,4020.458333,4220.770833,920.6666667,1996.145833,3696.645833,5896.916667,1812.625,8256.395833,5933.520833,6116.416667,6899.479167,5394.625,9691.770833,7100.208333,11171.9375,9545.458333,3109.875,5034.75,9027.229167,5933.520833,8129.479167,7304.479167,2792.395833,13996.54167,5192.541667,8661.083333,4828.75
FAM50A,1149.8125,2190.291667,636.875,844.6666667,1341.125,964.0625,783.2083333,2299.9375,2340.729167,1584.604167,692.6875,2305.666667,4485,3581.166667,8542.666667,2269.9375,4999,5551.208333,1531.375,6749.270833,6749.270833,4633.020833,5742.083333,3867.458333,8542.666667,4955.166667,12653.08333,10217.97917,360.8958333,4220.770833,3867.458333,2601.645833,7684.5625,8774.958333,1648.541667,11927.25,7684.5625,8040.645833,5192.541667
RAPGEF2,631.9583333,736,869.8958333,904.4583333,1141.895833,533.1041667,728.6666667,919.0416667,720.375,765.2083333,829.9791667,796.2083333,513.7291667,489.4166667,1006,577.9375,338.0625,159.0208333,189.5,59.45833333,259.8958333,78.70833333,198.7083333,519.875,623.0208333,132.9375,1049.104167,84.35416667,14.20833333,24.04166667,370.1666667,134.7916667,256.1458333,0,1050.729167,632.9791667,446.7291667,190.6666667,225.2708333
ZNF316,1376.083333,988.5625,387.0208333,494.875,606.0625,409.0625,263.3541667,879.25,869.8958333,935.6458333,483.0833333,813.4375,2355.041667,1727.6875,161.1666667,1487.5,1614.4375,1683.291667,1673.291667,2771.041667,1639.166667,2138.479167,2014.479167,2081.020833,3303.020833,2702.25,2490.979167,3074,399.5625,4559.479167,2226.895833,1028.9375,3854.145833,3840.270833,3432.479167,3444.354167,2293.75,2876.208333,4265.8125
YTHDC2,273.0625,472.5208333,753.1666667,603.9166667,608.1041667,562.7708333,531.4166667,522.25,407.4375,561.8333333,762.3333333,544.2916667,469.8333333,214.1458333,293.6666667,81.0625,253.2291667,388.0833333,237.5833333,402.2708333,169.6458333,372.7916667,248.0208333,460.2708333,424.0833333,8.458333333,180.4166667,126.0625,0,263.0833333,12.02083333,142.3125,102.2916667,389.125,325.5416667,40.58333333,612.4166667,237.5,390.6458333
FAM120A,690.2916667,1205.125,1808.25,1131.666667,1137.645833,1657.291667,1054.916667,1146.895833,1141.395833,1094.625,1137.645833,1063.333333,877.8333333,506.6041667,1087.875,591.3541667,183.25,711.9375,750.2916667,148.3333333,992.1458333,552.4791667,596.7291667,887.9791667,693.1458333,679.4583333,669.625,395.125,323.6875,263.0833333,388.8541667,493.8958333,153.6875,328.6666667,643.1041667,170.6458333,646.4375,237.5,225.2708333
TNKS,400.7708333,752.2916667,598.2291667,721.3125,596.0208333,781,666.5625,753.1666667,583.4791667,588.4583333,837.9583333,691.3541667,437.2291667,589.1458333,252.4583333,49.5,276.6666667,488.1458333,546.8333333,129,576.5625,934.0625,0,446.4375,161.7708333,368.7708333,121.2708333,29.0625,97.97916667,142.4166667,76.58333333,103.2916667,391.0625,0,229.5625,57.04166667,485.3958333,190.6666667,423
CBR4,48.45833333,100.6666667,257.75,266,268.2291667,290.625,345.8541667,151.0625,222.625,220.6041667,249.3333333,181.2708333,96.6875,0,97.58333333,0,0,177.1875,178.25,11.08333333,14.4375,0,0,139.1458333,24.375,5.375,98.22916667,0,168.0416667,31.14583333,220.6875,41.64583333,0,0,0,12.52083333,109.2291667,14.89583333,11.47916667
DMXL1,932.5625,909.0625,1178.041667,1169.791667,2345.125,987.5625,644,927.1041667,729.6666667,836.8333333,1231.3125,887.9791667,581.25,881.9791667,0,378.875,357.3541667,252.1666667,1300.770833,209.0416667,151.5625,595.625,574.4375,546.0625,672.8125,150.9791667,727.875,609.0833333,89.95833333,338.8958333,190.5,377.1458333,256.1458333,224.7291667,275.1875,632.9791667,577.4375,126.9791667,183.5625
RAB3GAP2,252.375,476.8541667,420.9166667,389.125,436.8333333,491.625,424.0833333,364.5208333,368.3333333,435.1041667,543.6875,386.875,220.7708333,230.375,79.10416667,207.8958333,230.6458333,177.1875,484.7916667,148.3333333,299.9375,250.5,248.0208333,317.4375,138.6666667,100.7083333,47.54166667,364.5208333,278.3958333,31.14583333,48.41666667,209.8333333,179.0625,140.2916667,20.79166667,57.04166667,221,175.5625,519.1041667
FRK,21.4375,201.6875,233.7708333,410.2083333,375.5416667,674.8541667,199.1666667,401.5,408.9375,184.9375,283.1666667,176.6666667,62.91666667,0,0,0,0,141.0833333,299.3125,11.08333333,8.895833333,137.2708333,104.125,285.875,90.1875,59.64583333,121.2708333,148.875,57.64583333,0,89.33333333,142.3125,0,0,82.27083333,25.66666667,109.2291667,47.72916667,6.3125
SNORD26,58.5,1946.104167,885.9375,1446.6875,783.625,231.7916667,72.66666667,1274.395833,475.5208333,257.0208333,322.8125,1107.854167,9876.708333,6116.416667,4504.6875,2748.270833,15717.4375,9235.8125,2057.5625,4576.666667,1793.6875,4265.8125,3788.458333,2853.583333,2519.729167,8774.958333,4145,4282.125,5933.520833,3660.583333,5080.854167,1766.75,7394.583333,7581.4375,932.5625,3840.270833,3184.979167,4282.125,6899.479167
PCM1,3367.541667,3289.770833,3002.375,3970.041667,2800.520833,3867.458333,3612.625,3660.583333,3269.541667,3394.5625,4380.625,3740.1875,1145.354167,2371.395833,1887.854167,2289.8125,208.2083333,1392.4375,2476.770833,1537.8125,3404.125,1411.354167,1063.333333,3195.083333,1812.625,2315.833333,1693.625,1495.5625,704.6666667,1895.833333,1098.583333,1456.125,1763.333333,224.7291667,1109.583333,1621.604167,2853.583333,1246.270833,532.4375
RNA28S5,28736.02083,44085.04167,15717.4375,28736.02083,8774.958333,37030.20833,1758.3125,33189.35417,33189.35417,10062.6875,4755.625,61716.91667,61716.91667,61716.91667,61716.91667,114659.1875,80533.70833,61716.91667,44085.04167,114659.1875,145621,145621,114659.1875,61716.91667,259236.6667,80533.70833,61716.91667,114659.1875,28736.02083,61716.91667,114659.1875,80533.70833,80533.70833,80533.70833,259236.6667,80533.70833,80533.70833,145621,80533.70833
ABCC4,270.2916667,493.1041667,1046.770833,610.8125,666.3125,520.5416667,213.4791667,293.8958333,387.5625,642.8541667,921.8125,650.9583333,425.1458333,242.9583333,41.29166667,108.6041667,208.2083333,488.1458333,412.7291667,76.6875,21.9375,238.7916667,223.3541667,277.6666667,230.1041667,280.7083333,145.1458333,105,685.6458333,155.3541667,12.02083333,423.5625,102.2916667,224.7291667,82.27083333,274.2083333,384.25,47.72916667,60.45833333
KMT2B,1808.25,1217.020833,1207.770833,962.0208333,1209.708333,598.0833333,397.7708333,1313.791667,1274.395833,1373.8125,857.1666667,1496.708333,2983.416667,2685.25,1513.291667,1119.395833,3943.708333,2885.3125,1847,4306.8125,3444.354167,2726.4375,3517.791667,3133.416667,5141.458333,3040.6875,4485,5586.833333,1648.541667,3696.645833,2983.416667,481.5416667,4380.625,3955.8125,2962,5551.208333,2830.958333,4607.770833,4999
ARHGEF12,1646.5,3725.75,4306.8125,4361,3867.458333,3677.479167,1979.770833,3804.1875,3017.395833,3612.625,4306.8125,2904.145833,1581.75,999.4791667,1301.666667,2490.979167,857.8333333,1683.291667,1724.770833,817.7291667,2424.145833,2472.375,624.6041667,2122.479167,1218.770833,1703.291667,827.7083333,1076.979167,14.20833333,1307.958333,634.875,1242.645833,364.9583333,806.7916667,2205.5625,1399.3125,2672.083333,1092.9375,1262.208333
TIAL1,310.1041667,297.5833333,357.5833333,317.1875,380.9375,376.8541667,429.8958333,348.0625,336.5208333,388.3333333,443.125,359.2291667,263.4166667,204.875,299.0625,159.1458333,0,33.5,344.6458333,187.8541667,242.0208333,150.3958333,198.7083333,291.5416667,114.1875,27.20833333,19.3125,0,23.9375,39.95833333,102.5,191.0833333,102.2916667,224.7291667,4.604166667,57.04166667,268.9375,190.6666667,41.125
DEPTOR,128.375,822.8541667,1438.5,723.3125,608.1041667,1779.833333,1509.770833,1380.208333,1607.645833,726.7708333,1633.541667,560.9583333,305.75,167.125,0,0,208.2083333,159.0208333,178.25,76.6875,186.6041667,358.375,169.5416667,375.0416667,561.4583333,72.70833333,39.47916667,148.875,0,24.04166667,48.41666667,9.104166667,490.2916667,0,259.375,12.52083333,720.375,375.9583333,41.125
VHL,427.3958333,461.7083333,229.6666667,314.6041667,291.8958333,176.1041667,181.3958333,331.6875,344.1666667,282.2708333,285.0833333,249.6666667,859.5833333,467.125,1415.208333,876.7291667,715.0625,1305.8125,737.3333333,2771.041667,692,1306.708333,3444.354167,912.4791667,1475.166667,1525.770833,2024,699.1041667,565.5625,2672.083333,2104.020833,630.3333333,2128.354167,3537.958333,2250.208333,1707.75,792.0625,2055.291667,1341.125
AFF1,1616.3125,2555.208333,4955.166667,4241.5,2868.583333,2893.916667,1996.145833,3355.5,2466.416667,2711.708333,4714.270833,2111.833333,2506.854167,2472.375,1415.208333,938,1976.354167,2331.375,1986.666667,1192.104167,751.5416667,1066.208333,104.125,3317.958333,1454.708333,1840.8125,715.9166667,310.5833333,685.6458333,397.0833333,205.4583333,1960.875,807.4583333,579.0208333,682.9166667,999.4791667,2466.416667,1793.6875,842.2291667
SNORA61,34.875,1568.854167,436.1458333,1696.4375,498.125,159.4375,42.54166667,722.625,240.6458333,186.9583333,78.52083333,976.625,15062.89583,13480.1875,2702.25,4380.625,23099.91667,20992.25,4265.8125,7100.208333,2962,4920.541667,12653.08333,2696.833333,2643.729167,19104.27083,4864.0625,6393.416667,13996.54167,6978.354167,9691.770833,7514.3125,8896.5625,18211.3125,2824.5625,8774.958333,1461.5625,7100.208333,13006.22917
GOLGA5,358.7916667,393.4166667,278.4791667,339.375,279.4166667,357.875,360.7083333,338.5208333,381.4583333,357.5833333,352.8541667,321.25,50.41666667,0,261.5,0,0,85.02083333,31.52083333,30.66666667,21.9375,78.70833333,0,220.625,252.625,27.20833333,66.77083333,0,57.64583333,92.47916667,76.58333333,142.3125,444.4583333,87.20833333,10.35416667,57.04166667,149.7916667,47.72916667,239.6875
PELP1,660.8958333,1233.645833,671.8125,572.2916667,1028.9375,796.5625,891.8541667,1385.625,1887.854167,1347.916667,590.625,2128.354167,2376.416667,1940.125,3999.041667,1113.604167,4671.6875,6235.125,2506.854167,11171.9375,3696.645833,3098.625,10684.97917,2920.125,12231.39583,7186.375,13996.54167,3943.708333,3507.270833,6749.270833,12231.39583,3902.333333,10062.6875,4401.041667,6116.416667,7100.208333,1775.1875,8774.958333,7394.583333
HDGFRP2,974,1146.895833,317.875,468.375,519.1875,530.3125,861.7708333,1280.729167,1535.375,1134.25,544.2916667,1121.291667,1890.645833,2515.895833,998.4375,1580.354167,1121.833333,1830.145833,705.75,2345.125,3116.395833,2956.083333,2656.125,1799.083333,3925.708333,3017.395833,4380.625,4828.75,159.6041667,5080.854167,4435.395833,872.5416667,4504.6875,3885.291667,5835.9375,4127.833333,2311.583333,4088.5625,4633.020833
